diag;nb;categ;nb_categ;ponderation
V4379;1;V43;5347;0,0
Z321;3143;Z32;3264;96,3
U820+0;34929;U82;141385;24,7
M4303;2;M43;27168;0,0
X696;2;X69;2995;0,1
M4942;16;M49;10612;0,2
Y407;433;Y40;23382;1,9
J938;8850;J93;29912;29,6
X47199;5;X47;1900;0,3
W119;1706;W11;8307;20,5
W0342;1;W03;878;0,1
Y830;5442;Y83;282211;1,9
X097;1;X09;1183;0,1
S780;1;S78;63;1,6
D127;6308;D12;566595;1,1
T928;290;T92;2120;13,7
B978;17803;B97;57120;31,2
X6888;3;X68;225;1,3
M907;849;M90;11738;7,2
M238;955;M23;152086;0,6
R002;19398;R00;147268;13,2
G731;421;G73;2060;20,4
R048;2957;R04;78333;3,8
N034;85;N03;5141;1,7
S312;630;S31;9231;6,8
M8680;7;M86;61785;0,0
M8089;836;M80;66944;1,2
V3809;3;V38;67;4,5
D649;143059;D64;316837;45,2
H660;8043;H66;18062;44,5
W0114;1723;W01;116842;1,5
S2711;1285;S27;71189;1,8
M1094;1567;M10;66522;2,4
O280;1694;O28;13180;12,9
M873;79;M87;10803;0,7
Q401;2274;Q40;4220;53,9
M0080;87;M00;43474;0,2
S011;23194;S01;114293;20,3
O643;464;O64;22613;2,1
Q129;1;Q12;1653;0,1
M0804;19;M08;7126;0,3
M6222;85;M62;68603;0,1
X5108;4;X51;962;0,4
W6079;1;W60;352;0,3
M150;1935;M15;10425;18,6
Q206;84;Q20;6390;1,3
M7000;1;M70;9393;0,0
Y578;2170;Y57;12171;17,8
W555;2;W55;5997;0,0
X9888;1;X98;18;5,6
M850;235;M85;8316;2,8
W2594;13;W25;3610;0,4
W1773;3;W17;11678;0,0
M0612;3;M06;82822;0,0
W319;140;W31;1826;7,7
J954;710;J95;20899;3,4
F0114;34;F01;53534;0,1
N047;477;N04;23427;2,0
V2930;52;V29;6596;0,8
X88058;1;X88;25;4,0
E559;417248;E55;417754;99,9
N733;2297;N73;10745;21,4
D023;88;D02;3059;2,9
V1851;3;V18;8313;0,0
N990;7465;N99;14741;50,6
X108;55;X10;3104;1,8
V9730;2;V97;174;1,1
M7997;2;M79;143002;0,0
D891;4485;D89;14262;31,4
J153;961;J15;192312;0,5
W2782;8;W27;832;1,0
A509;140;A50;252;55,6
G478;18956;G47;684227;2,8
A282;35;A28;3216;1,1
K869;362;K86;69321;0,5
Q603;363;Q60;6332;5,7
M6098;143;M60;13745;1,0
M4920;3;M49;10612;0,0
Y405;152;Y40;23382;0,7
H360;95189;H36;96539;98,6
D445;156;D44;12728;1,2
X840;440;X84;2488;17,7
M954;550;M95;4564;12,1
V870;60;V87;265;22,6
F1171;7;F11;37863;0,0
S781;51;S78;63;81,0
D120;63397;D12;566595;11,2
T921;525;T92;2120;24,8
Q851;1858;Q85;9394;19,8
X7900;1;X79;305;0,3
M9040;37;M90;11738;0,3
N819;819;N81;39560;2,1
W9099;1;W90;73;1,4
W1839;3;W18;96180;0,0
F02231;2;F02;26783;0,0
N0330;529;N03;5141;10,3
S315;141;S31;9231;1,5
M8667;3694;M86;61785;6,0
M8038;9;M80;66944;0,0
V385;16;V38;67;23,9
D648;170963;D64;316837;54,0
W5949;1;W59;163;0,6
W0111;73;W01;116842;0,1
S2760;2651;S27;71189;3,7
M1093;1051;M10;66522;1,6
C621;4462;C62;17287;25,8
V6872;1;V68;105;1,0
W306;5;W30;480;1,0
D560;895;D56;15961;5,6
S018;28941;S01;114293;25,3
Y0199;4;Y01;21;19,0
Q121;62;Q12;1653;3,8
M0807;63;M08;7126;0,9
M6211;9;M62;68603;0,0
X5199;20;X51;962;2,1
W6018;1;W60;352;0,3
S399;324;S39;6699;4,8
Q203;2100;Q20;6390;32,9
C786;260626;C78;1216975;21,4
Y573;42;Y57;12171;0,3
W557;107;W55;5997;1,8
X9818;1;X98;18;5,6
M8562;94;M85;8316;1,1
W252;15;W25;3610;0,4
W1794;3;W17;11678;0,0
K515;2649;K51;139818;1,9
W3172;1;W31;1826;0,1
K101;174;K10;5903;2,9
F01031;51;F01;53534;0,1
N049;8177;N04;23427;34,9
V2968;6;V29;6596;0,1
I738;3312;I73;22751;14,6
E550;506;E55;417754;0,1
N734;36;N73;10745;0,3
D021;3;D02;3059;0,1
V1819;14;V18;8313;0,2
Z302;86115;Z30;339918;25,3
D552;362;D55;3859;9,4
V978;4;V97;174;2,3
M7935;70;M79;143002;0,0
D893;247;D89;14262;1,7
T292;346;T29;588;58,8
W1941;28;W19;169018;0,0
M1245;1;M12;2532;0,0
G479;8766;G47;684227;1,3
A288;56;A28;3216;1,7
S203;1045;S20;22410;4,7
M438;289;M43;27168;1,1
C790;8294;C79;909972;0,9
M4938;1;M49;10612;0,0
Q050;40;Q05;4920;0,8
R448;925;R44;64540;1,4
X47298;1;X47;1900;0,1
X8452;1;X84;2488;0,0
F332;10811;F33;51937;20,8
V8709;8;V87;265;3,0
X0949;1;X09;1183;0,1
M966;19384;M96;24527;79,0
V1709;10;V17;575;1,7
P579;153;P57;560;27,3
B976;3060;B97;57120;5,4
X6889;1;X68;225;0,4
M9005;23;M90;11738;0,2
N815;631;N81;39560;1,6
W9048;1;W90;73;1,4
W1828;487;W18;96180;0,5
F02240;1;F02;26783;0,0
K225;2924;K22;149189;2,0
F649;289;F64;7929;3,6
M8664;140;M86;61785;0,2
M8012;1;M80;66944;0,0
H334;1705;H33;33856;5,0
D641;331;D64;316837;0,1
W5908;1;W59;163;0,6
W0149;766;W01;116842;0,7
K082;732;K08;26706;2,7
M1036;136;M10;66522;0,2
B901;97;B90;4112;2,4
M8715;172;M87;10803;1,6
W309;89;W30;480;18,5
M0081;917;M00;43474;2,1
S014;2913;S01;114293;2,5
W3698;1;W36;104;1,0
R98;531;R98;531;100,0
M0841;1;M08;7126;0,0
M6208;736;M62;68603;1,1
W0921;58;W09;1148;5,1
W6013;6;W60;352;1,7
P158;914;P15;2432;37,6
Q202;106;Q20;6390;1,7
N423;767;N42;6087;12,6
Y571;14;Y57;12171;0,1
W400;28;W40;168;16,7
X9800;1;X98;18;5,6
M8533;2;M85;8316;0,0
W2593;3;W25;3610;0,1
W171;402;W17;11678;3,4
M0610;977;M06;82822;1,2
W3138;1;W31;1826;0,1
V410;1;V41;33;3,0
F01330;139;F01;53534;0,3
N043;210;N04;23427;0,9
V2944;1;V29;6596;0,0
X8810;1;X88;25;4,0
Q798;555;Q79;8636;6,4
N739;248;N73;10745;2,3
L581;266;L58;2107;12,6
V1820;88;V18;8313;1,1
S949;6;S94;312;1,9
Z617;492;Z61;12658;3,9
V9700;2;V97;174;1,1
M7977;17;M79;143002;0,0
A749;138;A74;350;39,4
P583;542;P58;8225;6,6
W2701;8;W27;832;1,0
M1246;248;M12;2532;9,8
V4348;2;V43;5347;0,0
L059;25325;L05;45302;55,9
U82181;161;U82;141385;0,1
M4391;1;M43;27168;0,0
X6904;16;X69;2995;0,5
M4989;14;M49;10612;0,1
V929;6;V92;28;21,4
R442;4331;R44;64540;6,7
X47218;1;X47;1900;0,1
W1188;81;W11;8307;1,0
S035;2;S03;2051;0,1
Y834;12851;Y83;282211;4,6
H522;1954;H52;8581;22,8
S057;41;S05;10127;0,4
V1790;1;V17;575;0,2
T925;165;T92;2120;7,8
B971;13154;B97;57120;23,0
X688;4;X68;225;1,8
M9071;278;M90;11738;2,4
M2350;916;M23;152086;0,6
R000;78222;R00;147268;53,1
W1890;86;W18;96180;0,1
F02141;1;F02;26783;0,0
B451;267;B45;595;44,9
S310;1886;S31;9231;20,4
M8654;4;M86;61785;0,0
M8022;9;M80;66944;0,0
H481;1231;H48;1619;76,0
S2588;815;S25;2850;28,6
W5999;6;W59;163;3,7
W0154;19;W01;116842;0,0
K088;18032;K08;26706;67,5
C884;13730;C88;32616;42,1
O283;7863;O28;13180;59,7
M8784;14;M87;10803;0,1
W3013;2;W30;480;0,4
M002;106;M00;43474;0,2
S017;3433;S01;114293;3,0
W3662;3;W36;104;2,9
Q123;9;Q12;1653;0,5
M0825;9;M08;7126;0,1
M6248;664;M62;68603;1,0
W0904;4;W09;1148;0,3
K823;1813;K82;17726;10,2
M158;2303;M15;10425;22,1
Q205;518;Q20;6390;8,1
M7014;43;M70;9393;0,5
Y572;44;Y57;12171;0,4
W5578;19;W55;5997;0,3
X9899;1;X98;18;5,6
M856;53;M85;8316;0,6
W255;4;W25;3610;0,1
W1724;7;W17;11678;0,1
M0690;11508;M06;82822;13,9
W3188;8;W31;1826;0,4
A848;46;A84;68;67,6
F01931;201;F01;53534;0,4
N040;1532;N04;23427;6,5
V2909;37;V29;6596;0,6
X8880;1;X88;25;4,0
W26082;29;W26;7450;0,4
N731;75;N73;10745;0,7
D024;6;D02;3059;0,2
V1848;152;V18;8313;1,8
Q434;183;Q43;17395;1,1
X1021;3;X10;3104;0,1
V9780;1;V97;174;0,6
M7910;4015;M79;143002;2,8
V1459;1;V14;158;0,6
N168;348;N16;4149;8,4
W1920;82;W19;169018;0,0
M1283;8;M12;2532;0,3
V4318;4;V43;5347;0,1
A289;1;A28;3216;0,0
U82101;3272;U82;141385;2,3
M4315;378;M43;27168;1,4
M6021;14;M60;13745;0,1
M4908;3;M49;10612;0,0
Y403;865;Y40;23382;3,7
R440;12834;R44;64540;19,9
X471+3;3;X47;1900;0,2
W1104;48;W11;8307;0,6
J449;52787;J44;546832;9,7
V8778;3;V87;265;1,1
F1150;4;F11;37863;0,0
X3349;1;X33;17;5,9
V1731;3;V17;575;0,5
T929;56;T92;2120;2,6
B970;4454;B97;57120;7,8
X7928;1;X79;305;0,3
M9028;17;M90;11738;0,1
N813;9532;N81;39560;24,1
W902;1;W90;73;1,4
W1859;28;W18;96180;0,0
F02021;3;F02;26783;0,0
N0319;412;N03;5141;8,0
F641;18;F64;7929;0,2
M8683;76;M86;61785;0,1
M8059;136;M80;66944;0,2
S143;595;S14;3078;19,3
E673;542;E67;1347;40,2
B954;39344;B95;402383;9,8
W0102;41;W01;116842;0,0
S2700;21375;S27;71189;30,0
L302;138;L30;51679;0,3
T353;1;T35;27;3,7
M8796;411;M87;10803;3,8
W3063;1;W30;480;0,2
B519;151;B51;292;51,7
S019;957;S01;114293;0,8
W361;1;W36;104;1,0
X5328;1;X53;12;8,3
M0803;35;M08;7126;0,5
M6269;7;M62;68603;0,0
P560;9;P56;29;31,0
W6091;2;W60;352;0,6
P155;90;P15;2432;3,7
A064;190;A06;336;56,5
M7093;3;M70;9393;0,0
M0739;2325;M07;14519;16,0
W5503;21;W55;5997;0,4
Y0388;1;Y03;10;10,0
M855;36;M85;8316;0,4
W2501;14;W25;3610;0,4
W1738;18;W17;11678;0,2
M0642;10;M06;82822;0,0
G632;94557;G63;100434;94,1
F420;442;F42;4220;10,5
F01212;48;F01;53534;0,1
V3752;2;V37;30;6,7
V2948;37;V29;6596;0,6
A040;1084;A04;45014;2,4
W26903;8;W26;7450;0,1
N730;1366;N73;10745;12,7
D022;1710;D02;3059;55,9
V1808;190;V18;8313;2,3
Z301;7747;Z30;339918;2,3
X102;12;X10;3104;0,4
V9789;3;V97;174;1,7
M7996;4;M79;143002;0,0
V1449;21;V14;158;13,3
P580;1621;P58;8225;19,7
W1913;16;W19;169018;0,0
M1254;5;M12;2532;0,2
V4398;10;V43;5347;0,2
A281;461;A28;3216;14,3
S201;232;S20;22410;1,0
M4359;1;M43;27168;0,0
M6002;71;M60;13745;0,5
M4940;1;M49;10612;0,0
Q056;56;Q05;4920;1,1
R441;36293;R44;64540;56,2
X47809;4;X47;1900;0,2
W115;3;W11;8307;0,0
S034;16;S03;2051;0,8
V874;2;V87;265;0,8
X0921;2;X09;1183;0,2
M961;595;M96;24527;2,4
V1758;2;V17;575;0,3
T923;122;T92;2120;5,8
Q859;330;Q85;9394;3,5
X7909;24;X79;305;7,9
M9018;8;M90;11738;0,1
M2303;105;M23;152086;0,1
W9018;58;W90;73;79,5
W187;27;W18;96180;0,0
F0203;1;F02;26783;0,0
B457;95;B45;595;16,0
S318;547;S31;9231;5,9
M8627;1789;M86;61785;2,9
M8021;2;M80;66944;0,0
V386;4;V38;67;6,0
S257;121;S25;2850;4,2
D010;8294;D01;12900;64,3
D2158;176;D21;10818;1,6
S2720;5828;S27;71189;8,2
M1010;1;M10;66522;0,0
O281;1175;O28;13180;8,9
M8711;6;M87;10803;0,1
W3072;35;W30;480;7,3
M0014;1;M00;43474;0,0
W7308;2;W73;21;9,5
W3618;1;W36;104;1,0
X530;3;X53;12;25,0
M0848;5;M08;7126;0,1
M623;64;M62;68603;0,1
W0909;29;W09;1148;2,5
W6048;2;W60;352;0,6
M151;105;M15;10425;1,0
A066;5;A06;336;1,5
C787;469663;C78;1216975;38,6
M0743;4;M07;14519;0,0
W5542;1;W55;5997;0,0
X980;4;X98;18;22,2
M8599;173;M85;8316;2,1
W2512;7;W25;3610;0,2
W1733;1;W17;11678;0,0
M0615;2;M06;82822;0,0
K421;477;K42;64083;0,7
P709;263;P70;82492;0,3
F0184;166;F01;53534;0,3
V3709;2;V37;30;6,7
V2940;6;V29;6596;0,1
A045;9375;A04;45014;20,8
Q799;20;Q79;8636;0,2
Z026;3;Z02;6098;0,0
C928;1364;C92;173377;0,8
Z8709;730;Z87;176912;0,4
Z300;212933;Z30;339918;62,6
Z615;1834;Z61;12658;14,5
V972;60;V97;174;34,5
M7937;22;M79;143002;0,0
V1410;1;V14;158;0,6
P588;4278;P58;8225;52,0
W1980;51;W19;169018;0,0
M1209;17;M12;2532;0,7
V437;8;V43;5347;0,1
L050;19977;L05;45302;44,1
U829+1;31;U82;141385;0,0
M4302;16;M43;27168;0,1
C794;19770;C79;909972;2,2
M4909;29;M49;10612;0,3
V9290;2;V92;28;7,1
C725;173;C72;9823;1,8
X47892;1;X47;1900;0,1
W1128;3;W11;8307;0,0
M958;111;M95;4564;2,4
Y836;43169;Y83;282211;15,3
H527;12;H52;8581;0,1
X3309;1;X33;17;5,9
H832;396;H83;1852;21,4
T920;93;T92;2120;4,4
B975;4;B97;57120;0,0
X6898;3;X68;225;1,3
E349;69;E34;6174;1,1
L418;36;L41;159;22,6
R001;47916;R00;147268;32,5
W1884;90;W18;96180;0,1
R041;2372;R04;78333;3,0
K226;2388;K22;149189;1,6
S313;596;S31;9231;6,5
M8655;42;M86;61785;0,1
M8091;149;M80;66944;0,2
V380;7;V38;67;10,4
E672;56;E67;1347;4,2
D013;889;D01;12900;6,9
W0100;150;W01;116842;0,1
S2710;6669;S27;71189;9,4
M4140;467;M41;27116;1,7
L574;11;L57;10461;0,1
M870;150;M87;10803;1,4
T913;6427;T91;8326;77,2
M0093;212;M00;43474;0,5
W738;5;W73;21;23,8
I090;12;I09;241;5,0
X538;2;X53;12;16,7
M0828;14;M08;7126;0,2
M62888;248;M62;68603;0,4
W0911;34;W09;1148;3,0
W6062;6;W60;352;1,7
S397;135;S39;6699;2,0
A062;18;A06;336;5,4
M709;5;M70;9393;0,1
M0741;5;M07;14519;0,0
W5534;2;W55;5997;0,0
D500;125103;D50;761485;16,4
M8535;171;M85;8316;2,1
W2548;7;W25;3610;0,2
W1793;14;W17;11678;0,1
M0635;1;M06;82822;0,0
W310;78;W31;1826;4,3
A849;13;A84;68;19,1
F01021;8;F01;53534;0,0
N048;1672;N04;23427;7,1
V2931;18;V29;6596;0,3
X888;5;X88;25;20,0
W26993;7;W26;7450;0,1
T806;400;T80;97021;0,4
C923;953;C92;173377;0,5
V1830;146;V18;8313;1,8
Q432;40;Q43;17395;0,2
X1003;6;X10;3104;0,2
V9721;17;V97;174;9,8
M7925;1008;M79;143002;0,7
A740;20;A74;350;5,7
P581;106;P58;8225;1,3
Z411;59980;Z41;70907;84,6
M1256;50;M12;2532;2,0
V4323;1;V43;5347;0,0
A280;2663;A28;3216;82,8
S207;366;S20;22410;1,6
Q602;98;Q60;6332;1,5
X690;1225;X69;2995;40,9
M4958;100;M49;10612;0,9
Y402;20;Y40;23382;0,1
C723;3050;C72;9823;31,0
X472+4;10;X47;1900;0,5
W1191;6;W11;8307;0,1
T374;13;T37;350;3,7
V878;42;V87;265;15,8
F11200;550;F11;37863;1,5
Q688;184;Q68;1755;10,5
V1700;17;V17;575;3,0
P578;75;P57;560;13,4
Q777;203;Q77;1310;15,5
X7989;3;X79;305;1,0
M9070;829;M90;11738;7,1
M2336;2711;M23;152086;1,8
W908;1;W90;73;1,4
D831;169;D83;10564;1,6
F02811;105;F02;26783;0,4
B453;5;B45;595;0,8
X5408;1;X54;44;2,3
M8668;438;M86;61785;0,7
M8056;27;M80;66944;0,0
V3801;2;V38;67;3,0
E671;3;E67;1347;0,2
D014;348;D01;12900;2,7
S648;2277;S64;41107;5,5
K081;976;K08;26706;3,7
M4123;9;M41;27116;0,0
O289;223;O28;13180;1,7
M8724;42;M87;10803;0,4
W3004;1;W30;480;0,2
M0083;115;M00;43474;0,3
J120;994;J12;71618;1,4
W360;38;W36;104;36,5
Q128;23;Q12;1653;1,4
M0819;131;M08;7126;1,8
M6200;8;M62;68603;0,0
P569;20;P56;29;69,0
W6083;1;W60;352;0,3
P154;928;P15;2432;38,2
A068;39;A06;336;11,6
C783;3504;C78;1216975;0,3
M0713;4;M07;14519;0,0
W4008;7;W40;168;4,2
Y038;2;Y03;10;20,0
M8563;21;M85;8316;0,3
W254;45;W25;3610;1,2
W1708;316;W17;11678;2,7
Z624;492;Z62;4263;11,5
W3191;7;W31;1826;0,4
P700;57172;P70;82492;69,3
F01022;22;F01;53534;0,0
N045;388;N04;23427;1,7
V2933;1;V29;6596;0,0
I739;1472;I73;22751;6,5
Q794;193;Q79;8636;2,2
Z027;3281;Z02;6098;53,8
C929;1605;C92;173377;0,9
G830;1015;G83;100444;1,0
N991;2049;N99;14741;13,9
X1099;77;X10;3104;2,5
V971;2;V97;174;1,1
M7936;88;M79;143002;0,1
V145;2;V14;158;1,3
N161;1768;N16;4149;42,6
Z4188;406;Z41;70907;0,6
M1237;1;M12;2532;0,0
G474;2186;G47;684227;0,3
O310;12;O31;1054;1,1
K868;17047;K86;69321;24,6
M4383;13;M43;27168;0,0
C791;4882;C79;909972;0,5
M4902;11;M49;10612;0,1
Y409;2266;Y40;23382;9,7
C724;256;C72;9823;2,6
X47821;1;X47;1900;0,1
X8408;14;X84;2488;0,6
L950;1154;L95;2480;46,5
Y833;5609;Y83;282211;2,0
H349;139;H34;5791;2,4
M969;7;M96;24527;0,0
V1799;19;V17;575;3,3
T926;82;T92;2120;3,9
W160;36;W16;334;10,8
X681;1;X68;225;0,4
M9064;2;M90;11738;0,0
L413;3;L41;159;1,9
R008;1678;R00;147268;1,1
W182;3899;W18;96180;4,1
F02301;812;F02;26783;3,0
B452;14;B45;595;2,4
X5404;1;X54;44;2,3
M8635;187;M86;61785;0,3
M8039;1;M80;66944;0,0
H480;107;H48;1619;6,6
D643;860;D64;316837;0,3
D019;8;D01;12900;0,1
W019;8678;W01;116842;7,4
S2730;11659;S27;71189;16,4
M4145;1284;M41;27116;4,7
L578;896;L57;10461;8,6
V3601;1;V36;3;33,3
W3074;1;W30;480;0,2
M0099;72;M00;43474;0,2
S010;38034;S01;114293;33,3
W3609;3;W36;104;2,9
A46;75182;A46;75182;100,0
M0834;7;M08;7126;0,1
M6268;15;M62;68603;0,0
W0920;5;W09;1148;0,4
W6072;1;W60;352;0,3
S398;1918;S39;6699;28,6
A065;4;A06;336;1,2
M7075;166;M70;9393;1,8
M0716;9;M07;14519;0,1
W5593;7;W55;5997;0,1
K908;1543;K90;12967;11,9
E518;185;E51;4458;4,1
W2500;1;W25;3610;0,0
W1749;49;W17;11678;0,4
X4509;14;X45;291;4,8
S752;42;S75;6816;0,6
F428;804;F42;4220;19,1
F0104;78;F01;53534;0,1
V3711;3;V37;30;10,0
V2963;2;V29;6596;0,0
X88409;1;X88;25;4,0
W2600;236;W26;7450;3,2
Z023;18;Z02;6098;0,3
C922;771;C92;173377;0,4
I1102;3575;I11;54529;6,6
N995;1773;N99;14741;12,0
T050;1;T05;153;0,7
H270;1365;H27;5686;24,0
M7922;357;M79;143002;0,2
V1440;3;V14;158;1,9
T294;1;T29;588;0,2
W1988;630;W19;169018;0,4
M1220;3;M12;2532;0,1
V4359;567;V43;5347;10,6
O318;318;O31;1054;30,2
U828+0;10489;U82;141385;7,4
M4394;9;M43;27168;0,0
X6902;2;X69;2995;0,1
M4952;275;M49;10612;2,6
Y401;3293;Y40;23382;14,1
C729;1516;C72;9823;15,4
X470+2;3;X47;1900;0,2
X8490;1;X84;2488;0,0
S033;19;S03;2051;0,9
V877;31;V87;265;11,7
X0998;6;X09;1183;0,5
Z981;17941;Z98;56065;32,0
V1703;2;V17;575;0,3
H540;8461;H54;35619;23,8
W162;14;W16;334;4,2
X791;14;X79;305;4,6
M9067;3;M90;11738;0,0
M2334;707;M23;152086;0,5
X9590;1;X95;1071;0,1
W1800;119;W18;96180;0,1
F024;38;F02;26783;0,1
N033;94;N03;5141;1,8
X544;2;X54;44;4,5
M8682;123;M86;61785;0,2
M8050;375;M80;66944;0,6
C97;75;C97;75;100,0
E670;21;E67;1347;1,6
D015;319;D01;12900;2,5
D151;2008;D15;3711;54,1
K083;4809;K08;26706;18,0
M4150;73;M41;27116;0,3
L579;10;L57;10461;0,1
M8700;40;M87;10803;0,4
W3099;35;W30;480;7,3
D568;899;D56;15961;5,6
W7303;1;W73;21;4,8
W368;8;W36;104;7,7
M8218;59;M82;1708;3,5
M0885;14;M08;7126;0,2
M6229;33;M62;68603;0,0
F812;303;F81;6941;4,4
K820;352;K82;17726;2,0
M159;5503;M15;10425;52,8
A069;17;A06;336;5,1
M704;209;M70;9393;2,2
M0734;135;M07;14519;0,9
W558;234;W55;5997;3,9
D509;235884;D50;761485;31,0
M8553;22;M85;8316;0,3
Q821;201;Q82;6840;2,9
W174;480;W17;11678;4,1
X454;8;X45;291;2,7
W3151;1;W31;1826;0,1
P704;15633;P70;82492;19,0
F01300;1324;F01;53534;2,5
V375;9;V37;30;30,0
V2938;15;V29;6596;0,2
X88133;1;X88;25;4,0
W26052;35;W26;7450;0,5
N735;409;N73;10745;3,8
C921;8988;C92;173377;5,2
I1109;10666;I11;54529;19,6
Q439;100;Q43;17395;0,6
X1082;5;X10;3104;0,2
H311;54;H31;1192;4,5
M7939;49;M79;143002;0,0
V1448;10;V14;158;6,3
P584;206;P58;8225;2,5
W1930;643;W19;169018;0,4
M1252;2;M12;2532;0,1
V4358;300;V43;5347;5,6
O311;358;O31;1054;34,0
N258;4619;N25;7086;65,2
M4396;11;M43;27168;0,0
M6003;63;M60;13745;0,5
M490;88;M49;10612;0,8
V925;3;V92;28;10,7
C728;1640;C72;9823;16,7
X4788;2;X47;1900;0,1
W1108;513;W11;8307;6,2
F330;1246;F33;51937;2,4
V8781;2;V87;265;0,8
X092;2;X09;1183;0,2
X3301;2;X33;17;11,8
V172;22;V17;575;3,8
H545;3147;H54;35619;8,8
P77;2356;P77;2356;100,0
X792;14;X79;305;4,6
M9074;6;M90;11738;0,1
A493;878;A49;67466;1,3
M8437;84;M84;25322;0,3
W1878;1;W18;96180;0,0
F0284;187;F02;26783;0,7
N0380;425;N03;5141;8,3
X541;5;X54;44;11,4
X7201;2;X72;72;2,8
M8025;89;M80;66944;0,1
Z952;106925;Z95;1088407;9,8
D644;352;D64;316837;0,1
D012;2341;D01;12900;18,1
D211;5734;D21;10818;53,0
S2750;158;S27;71189;0,2
M4189;253;M41;27116;0,9
O284;23;O28;13180;0,2
O621;13380;O62;60643;22,1
W3009;11;W30;480;2,3
M0000;148;M00;43474;0,3
J122;2126;J12;71618;3,0
W3604;5;W36;104;4,8
T569;2;T56;317;0,6
M0896;32;M08;7126;0,4
M6238;10;M62;68603;0,0
W0991;68;W09;1148;5,9
W6009;6;W60;352;1,7
M153;430;M15;10425;4,1
A060;44;A06;336;13,1
Q702;151;Q70;1128;13,4
M0700;235;M07;14519;1,6
W5501;18;W55;5997;0,3
J852;2315;J85;11237;20,6
K076;2745;K07;58938;4,7
W2518;4;W25;3610;0,1
W1711;9;W17;11678;0,1
X4501;1;X45;291;0,3
G630;575;G63;100434;0,6
F421;1339;F42;4220;31,7
F01142;133;F01;53534;0,2
N044;139;N04;23427;0,6
V2929;3;V29;6596;0,0
X8828;2;X88;25;8,0
Q795;140;Q79;8636;1,6
T801;75296;T80;97021;77,6
C927;1388;C92;173377;0,8
G831;24224;G83;100444;24,1
Q437;103;Q43;17395;0,6
Z618;807;Z61;12658;6,4
H278;682;H27;5686;12,0
M7933;8;M79;143002;0,0
V1451;2;V14;158;1,3
P589;1261;P58;8225;15,3
W1978;4;W19;169018;0,0
M1239;32;M12;2532;1,3
V431;38;V43;5347;0,7
O312;366;O31;1054;34,7
N250;1812;N25;7086;25,6
Q604;1000;Q60;6332;15,8
M6082;12;M60;13745;0,1
M4907;18;M49;10612;0,2
Q054;320;Q05;4920;6,5
C721;327;C72;9823;3,3
D443;1426;D44;12728;11,2
X8418;2;X84;2488;0,1
T375;144;T37;350;41,1
V8782;1;V87;265;0,4
N010;4;N01;761;0,5
X334;1;X33;17;5,9
V1759;2;V17;575;0,3
H549;2174;H54;35619;6,1
W1629;1;W16;334;0,3
X686;1;X68;225;0,4
M9043;4;M90;11738;0,0
M2396;17;M23;152086;0,0
M8446;274;M84;25322;1,1
W1894;20;W18;96180;0,0
F02242;7;F02;26783;0,0
N035;1031;N03;5141;20,1
X549;3;X54;44;6,8
M8626;211;M86;61785;0,3
M8047;19;M80;66944;0,0
F1420;1664;F14;37152;4,5
R05;84262;R05;84262;100,0
D017;257;D01;12900;2,0
W0123;11;W01;116842;0,0
D578;2003;D57;77035;2,6
M4133;12;M41;27116;0,0
T357;5;T35;27;18,5
V360;1;V36;3;33,3
W3012;2;W30;480;0,4
M0020;98;M00;43474;0,2
J121;10702;J12;71618;14,9
W364;1;W36;104;1,0
M8209;14;M82;1708;0,8
M0842;4;M08;7126;0,1
M6255;781;M62;68603;1,1
W0908;7;W09;1148;0,6
W6020;2;W60;352;0,6
M152;15;M15;10425;0,1
A061;15;A06;336;4,5
N422;308;N42;6087;5,1
M073;3774;M07;14519;26,0
W5548;6;W55;5997;0,1
J851;5555;J85;11237;49,4
M8557;17;M85;8316;0,2
W2559;1;W25;3610;0,0
W1798;73;W17;11678;0,6
X4588;6;X45;291;2,1
G633;717;G63;100434;0,7
P701;6106;P70;82492;7,4
F01102;232;F01;53534;0,4
N046;146;N04;23427;0,6
V2904;3;V29;6596;0,0
X8889;2;X88;25;8,0
W26989;2;W26;7450;0,0
T802;5593;T80;97021;5,8
C924;7854;C92;173377;4,5
G838;4727;G83;100444;4,7
S947;2;S94;312;0,6
T059;1;T05;153;0,7
H312;15;H31;1192;1,3
M7917;87;M79;143002;0,1
V1438;1;V14;158;0,6
T290;110;T29;588;18,7
W1962;24;W19;169018;0,0
M1226;574;M12;2532;22,7
V430;99;V43;5347;1,9
W104;108;W10;24824;0,4
N259;262;N25;7086;3,7
M439;24;M43;27168;0,1
M6029;8;M60;13745;0,1
M4943;2;M49;10612;0,0
Y408;7352;Y40;23382;31,4
C722;98;C72;9823;1,0
D447;1009;D44;12728;7,9
X8429;3;X84;2488;0,1
T372;25;T37;350;7,1
V8708;6;V87;265;2,3
F118;224;F11;37863;0,6
Q682;207;Q68;1755;11,8
V1739;4;V17;575;0,7
H543;1039;H54;35619;2,9
W4288;1;W42;57;1,8
X682;1;X68;225;0,4
M9068;26;M90;11738;0,2
M2353;74;M23;152086;0,0
M8408;295;M84;25322;1,2
W1888;1101;W18;96180;1,1
F02212;1;F02;26783;0,0
N0310;525;N03;5141;10,2
X540;26;X54;44;59,1
M8603;19;M86;61785;0,0
M8048;776;M80;66944;1,2
F1402;641;F14;37152;1,7
T049;3;T04;525;0,6
D011;444;D01;12900;3,4
